"COL0","COL1","COL2","COL3"
"24663177",394.00,0.00,86613.00
"24663178",402.00,0.00,87680.00
"24663179",390.00,0.00,98560.00
"24663180",528.00,0.00,109312.00
"24663181",469.00,0.00,83200.00
"24663182",958.00,24768.00,58752.00
"24663183",526.00,29696.00,66688.00
"24663184",378.00,0.00,186368.00
"24663185",648.00,68608.00,196608.00
"24663186",434.00,0.00,183296.00
"24663187",408.00,0.00,228352.00
"24663188",425.00,62592.00,141824.00
"24663189",406.00,48256.00,74496.00
"24663190",686.00,35200.00,87552.00
"24663191",488.00,24096.00,49792.00
"24663194",591.00,25280.00,46336.00
"24663195",336.00,21184.00,55168.00
"24663196",398.00,25152.00,63872.00
"24663197",414.00,39040.00,80640.00
"24663198",554.00,30144.00,59776.00
"24663199",445.00,24256.00,51840.00
"24663200",397.00,29120.00,53440.00
"24663201",432.00,31552.00,71040.00
"24663202",742.00,34944.00,66304.00
"24663203",731.00,36544.00,55424.00
"24663204",409.00,34944.00,68352.00
"24663205",509.00,31040.00,49792.00
"24663206",619.00,24064.00,47019.00
"24663207",656.00,31680.00,59904.00
"24663208",663.00,40832.00,71595.00
"24663209",596.00,34944.00,93440.00
"24663210",457.00,38784.00,72576.00
"24663211",329.00,32832.00,86272.00
"24663212",938.00,20672.00,46848.00
"24663213",369.00,29312.00,64384.00
"24663214",576.00,28608.00,57984.00
"24663215",785.00,29888.00,57152.00
"24663216",764.00,25728.00,54912.00
"24663217",487.00,38144.00,80128.00
"24663218",611.00,31731.00,78848.00
"24663219",556.00,32896.00,69760.00
"24663220",564.00,35456.00,71424.00
"24663221",434.00,27627.00,64640.00
"24663222",305.00,32384.00,70400.00
"24663223",648.00,33664.00,66560.00
"24663227",593.00,24160.00,61312.00
"24663228",557.00,23936.00,56320.00
"24663229",418.00,28096.00,64256.00
"24663230",469.00,29472.00,56448.00
"24663231",650.00,25920.00,56192.00
"24663232",511.00,26432.00,54144.00
"24663233",453.00,27840.00,66432.00
"24663234",565.00,27840.00,54400.00
"24663235",1368.00,25312.00,63232.00
"24663236",495.00,32192.00,58752.00
"24663237",443.00,33152.00,60288.00
"24663238",465.00,32832.00,60160.00
"24663239",649.00,33280.00,61696.00
"24663241",1010.00,20629.00,43456.00
"24663242",1857.00,12352.00,24128.00
"24663243",1103.00,18176.00,32192.00
"24663244",1175.00,32256.00,57984.00
"24663245",895.00,25216.00,55232.00
"24663246",1356.00,34176.00,51328.00
"24663249",732.00,29184.00,43136.00
"24663250",1064.00,18091.00,41152.00
"24663251",912.00,18901.00,51072.00
"24663252",3472.00,31808.00,57685.00
"24663253",1611.00,17472.00,47488.00
"24663254",1810.00,49749.00,99072.00
"24663255",1764.00,35925.00,68437.00
"24663256",1016.00,35968.00,103680.00
"24663257",953.00,23488.00,102016.00
"24663258",1008.00,51328.00,90624.00
"24663259",1147.00,37120.00,71168.00
"24663260",1726.00,49504.00,98987.00
"24663261",1164.00,28352.00,51712.00
"24663262",1504.00,36608.00,64000.00
"24663263",2160.00,32512.00,52992.00
"24663264",810.00,25152.00,54144.00
"24663266",856.00,22720.00,50517.00
"24663269",931.00,40576.00,75264.00
"24663270",1074.00,18752.00,56512.00
"24663271",828.00,,
"24663273",903.00,19872.00,43136.00
"24663274",627.00,19200.00,43435.00
"24663275",1208.00,18714.00,48576.00
"24663276",1083.00,24448.00,44256.00
"24663277",1801.00,18784.00,50432.00
"24663278",2271.00,22349.00,46251.00
"24663279",1799.00,31552.00,56256.00
"24663280",952.00,17344.00,104704.00
"24663281",1344.00,23637.00,59904.00
"24663282",549.00,,
"24663283",633.00,23232.00,51328.00
"24663284",2140.00,29312.00,79718.00
"24663285",816.00,31040.00,70400.00
"24663286",691.00,25664.00,82176.00
"24663287",583.00,27520.00,112000.00
"24663288",756.00,33664.00,92928.00
"24663289",682.00,31232.00,63744.00
"24663290",905.00,25813.00,67925.00
"24663291",603.00,22848.00,54741.00
"24663292",835.00,30016.00,57856.00
"24663293",1408.00,46656.00,88384.00
"24663294",483.00,0.00,91392.00
"24663295",882.00,27136.00,70528.00
"24663296",683.00,35712.00,53120.00
"24663297",969.00,34517.00,71424.00
"24663298",955.00,28832.00,54656.00
"24663299",586.00,25536.00,48640.00
"24663300",811.00,29056.00,53952.00
"24663301",286.00,0.00,119552.00
"24663302",1261.00,27712.00,61056.00
"24663304",353.00,37419.00,64000.00
"24663305",773.00,40064.00,66048.00
"24663306",3533.00,28960.00,59584.00
"24663311",2445.00,38208.00,69120.00
"24663314",2717.00,41088.00,85419.00
"24663315",619.00,30400.00,83200.00
"24663316",630.00,18662.00,48384.00
"24663317",488.00,32171.00,63808.00
"24663318",505.00,25984.00,49536.00
"24663319",527.00,31808.00,54528.00
"24663320",617.00,26880.00,49920.00
"24663321",519.00,32160.00,69632.00
"24663322",926.00,36736.00,72960.00
"24663323",411.00,32896.00,53632.00
"24663324",424.00,18315.00,44672.00
"24663325",475.00,30144.00,49792.00
"24663326",458.00,30400.00,54400.00
"24663327",556.00,26336.00,53568.00
"24663328",853.00,29056.00,61056.00
"24663329",0.00,,
"24663330",1468.00,23253.00,53696.00
"24663331",614.00,18581.00,39296.00
"24663332",552.00,30784.00,53760.00
"24663333",703.00,30144.00,57664.00
"24663334",0.00,,
"24663335",0.00,,
"24663336",570.00,36480.00,70400.00
"24663337",445.00,19264.00,62848.00
"24663340",0.00,,
"24663341",409.00,26176.00,74112.00
"24663342",431.00,25920.00,42368.00
"24663343",528.00,31296.00,73216.00
"24663344",445.00,24320.00,49536.00
"24663345",605.00,34240.00,68352.00
"24663346",581.00,18112.00,62656.00
"24663347",398.00,19008.00,33728.00
"24663348",477.00,28480.00,46464.00
"24663349",595.00,27776.00,40832.00
"24663350",457.00,32288.00,61056.00
"24663351",0.00,,
"24663352",654.00,18144.00,41941.00
"24663353",671.00,24256.00,45952.00
"24663354",901.00,33536.00,49365.00
"24663355",2137.00,24832.00,48333.00
"24663356",2347.00,27776.00,49472.00
"24663357",1187.00,22016.00,43955.00
"24663358",1184.00,14880.00,23232.00
"24663359",684.00,25632.00,34944.00
"24663360",1064.00,31904.00,60160.00
"24663361",506.00,55040.00,123648.00
"24663362",885.00,38016.00,87808.00
"24663363",964.00,45056.00,95488.00
"24663364",708.00,63616.00,135680.00
"24663365",934.00,42976.00,94976.00
"24663366",659.00,25472.00,42816.00
"24663367",809.00,5808.00,20288.00
"24663368",1500.00,17376.00,47232.00
"24663369",674.00,20000.00,30784.00
"24663370",5.00,,
"24663371",719.00,34944.00,49280.00
"24663372",401.00,24128.00,45760.00
"24663373",4746.00,31642.00,51264.00
"24663374",802.00,24512.00,59008.00
"24663375",1196.00,41088.00,57792.00
"24663376",569.00,26560.00,48640.00
"24663377",538.00,20032.00,57920.00
"24663378",510.00,31360.00,67925.00
"24663379",652.00,21611.00,50688.00
"24663380",537.00,26816.00,66048.00
"24663381",5.00,,
"24663382",5.00,,
"24663383",562.00,28160.00,53632.00
"24663384",591.00,40256.00,62464.00
"24663385",436.00,26944.00,53376.00
"24663386",608.00,29632.00,56064.00
"24663387",501.00,29696.00,62784.00
"24663388",561.00,31936.00,59136.00
"24663389",430.00,23616.00,42880.00
"24663390",595.00,29760.00,52096.00
"24663391",459.00,30827.00,52096.00
"24663392",492.00,22592.00,54528.00
"24663393",401.00,27200.00,55424.00
"24663394",304.00,,
"24663395",603.00,30368.00,63488.00
"24663396",5.00,,
"24663397",917.00,20480.00,61440.00
"24663398",675.00,71680.00,123136.00
"24663399",566.00,63232.00,119168.00
"24663400",558.00,,
"24663401",1059.00,61312.00,110080.00
"24663402",770.00,43776.00,67520.00
"24663403",546.00,41088.00,62592.00
"24663404",629.00,42752.00,61824.00
"24663405",551.00,41472.00,66304.00
"24663406",3566.00,38272.00,94336.00
"24663407",331.00,0.00,105600.00
"24663408",296.00,34432.00,54528.00
"24663409",908.00,35328.00,82432.00
"24663410",460.00,32896.00,77184.00
"24663411",419.00,0.00,102144.00
"24663412",303.00,50496.00,95488.00
"24663413",1423.00,30784.00,65877.00
"24663414",3653.00,60416.00,115200.00
"24663415",815.00,83200.00,120320.00
"24663416",1413.00,52160.00,91904.00
"24663417",598.00,56448.00,86016.00
"24663418",669.00,48768.00,86101.00
"24663419",535.00,49152.00,78848.00
"24663420",1564.00,45824.00,92160.00
"24663421",1203.00,35456.00,116992.00
"24663422",2191.00,49024.00,113664.00
"24663423",1049.00,36480.00,104704.00
"24663424",896.00,59264.00,130688.00
"24663425",916.00,45440.00,88320.00
"24663426",405.00,26304.00,49856.00
"24663428",666.00,31168.00,98432.00
"24663429",988.00,47872.00,105216.00
"24663430",716.00,0.00,150016.00
"24663431",474.00,44096.00,82176.00
"24663432",555.00,0.00,114432.00
"24663434",755.00,17696.00,44928.00
"24663436",645.00,18560.00,53632.00
"24663437",900.00,24256.00,39936.00
"24663438",902.00,19200.00,46976.00
"24663439",822.00,64000.00,135680.00
"24663441",0.00,,
"24663442",2002.00,50560.00,91563.00
"24663443",3334.00,47374.00,78899.00
"24663444",796.00,48000.00,85888.00
"24663445",1469.00,48683.00,88064.00
"24663450",491.00,18624.00,54656.00
"24663451",428.00,27456.00,56704.00
"24663452",1602.00,43840.00,65152.00
"24663453",888.00,43136.00,77568.00
